gene_id,CONT1,CONT2,CONT3,CONT4,CONT5,CONT6,TREA1,TREA2,TREA3,TREA4,TREA5,TREA6
GENE00888,8,5,8,4,9,1,6,6,10,0,3,4
GENE00889,4,8,11,9,11,7,5,14,6,5,10,8
GENE00890,2964,1129,1315,1802,963,2338,613,1193,1034,1828,1402,2175
GENE00891,2477,1190,2033,1784,1057,1529,2385,1435,857,2835,2042,1649
GENE00892,6,27,21,20,19,7,8,15,16,34,9,11
GENE00893,597,796,1142,664,873,868,2001,333,750,557,443,555
GENE00894,59,90,161,287,70,34,104,64,102,89,125,84
GENE00895,13,5,14,11,16,5,20,7,4,5,12,0
GENE00896,6,12,2,6,6,6,7,10,3,3,9,3
GENE00897,291,287,170,314,62,236,192,173,160,237,373,275
GENE00898,28,17,11,33,22,23,10,20,15,21,15,10
GENE00899,104,114,66,116,126,64,78,102,90,104,42,113
GENE00900,2400,1553,699,978,1867,1540,1997,1855,862,3321,1687,1128
GENE00901,2,10,3,6,9,7,5,6,6,1,4,4
GENE00902,1870,2434,877,1112,1563,1341,1347,1780,1824,1711,847,791
GENE00903,2154,1562,1350,1595,1484,1942,662,1468,2196,1213,1086,1714
GENE00904,29,53,44,21,20,22,52,51,52,60,51,43
GENE00905,459,155,235,301,120,313,488,224,327,158,409,253
GENE00906,1540,1634,1008,1443,1421,537,2070,967,1761,1141,1577,3179
GENE00907,243,408,271,359,321,330,394,620,146,153,313,333
GENE00908,207,474,368,425,173,402,418,329,688,807,438,234
GENE00909,2474,2787,1485,3701,2219,948,873,2137,1467,1786,1454,1187
GENE00910,57,135,74,75,155,118,75,78,104,81,132,108
GENE00911,64,40,39,66,20,53,30,22,17,56,25,33
GENE00912,180,336,165,269,247,228,277,201,249,620,141,178
GENE00913,772,877,1001,1335,560,418,596,903,1159,842,804,719
GENE00914,30,64,55,42,42,72,13,45,41,57,19,78
GENE00915,123,144,217,223,275,94,245,188,288,315,135,172
GENE00916,337,145,150,145,301,242,107,66,118,204,162,175
GENE00917,1287,1483,1582,608,1330,1359,1083,1140,1259,722,1537,1574
GENE00918,15,8,6,10,5,3,13,5,15,12,13,5
GENE00919,7,14,19,10,14,25,18,17,11,10,12,23
GENE00920,12,7,9,15,4,11,19,12,17,15,9,10
GENE00921,51,53,31,49,35,26,42,28,17,42,31,48
GENE00922,764,795,1243,846,1963,1136,759,1399,866,572,1150,498
GENE00923,4,5,5,8,2,8,6,4,12,11,8,8
GENE00924,9,15,19,33,9,29,28,30,21,33,28,29
GENE00925,498,316,190,334,223,300,292,205,174,237,196,294
GENE00926,17,9,13,13,11,15,20,23,11,12,26,8
GENE00927,1249,1412,909,2373,1916,3009,2351,1349,1237,2572,1610,2631
GENE00928,22,11,13,4,18,15,37,23,17,33,15,6
GENE00929,10,10,23,17,14,26,13,8,13,21,23,10
GENE00930,721,315,765,616,351,523,635,1028,470,587,862,506
GENE00931,30,17,18,16,36,14,25,25,33,17,15,30
GENE00932,20,22,11,16,18,31,24,11,28,19,18,17
GENE00933,735,634,987,1041,1496,587,1436,991,1346,750,794,1022
GENE00934,231,309,497,820,228,247,223,554,338,679,374,433
GENE00935,312,808,755,399,715,891,877,544,916,661,624,1499
GENE00936,1258,804,1203,714,1545,892,512,854,609,944,1429,531
GENE00937,6,11,11,2,10,1,7,4,6,12,4,6
GENE00938,7,7,10,2,3,6,4,8,4,4,12,8
GENE00939,7,1,5,9,4,5,6,8,7,4,5,3
GENE00940,31,16,22,19,22,8,8,24,8,19,32,14
GENE00941,18,19,23,9,13,17,12,18,20,24,23,16
GENE00942,4,13,14,4,10,3,6,9,7,10,5,2
GENE00943,16,13,13,22,16,13,6,7,27,18,22,15
GENE00944,2,4,4,5,1,3,9,5,4,9,7,6
GENE00945,13,3,13,11,10,9,11,11,4,8,3,2
GENE00946,238,176,209,115,152,108,205,142,149,149,313,152
GENE00947,138,149,106,83,75,165,114,122,83,127,98,161
GENE00948,490,234,228,354,237,254,208,376,386,224,411,740
GENE00949,9,11,9,8,12,2,6,14,2,2,15,11
GENE00950,186,221,166,387,111,316,411,408,391,520,179,329
GENE00951,58,18,66,62,50,61,30,31,30,22,24,36
GENE00952,108,74,184,136,143,96,58,288,99,84,119,95
GENE00953,1709,1516,2212,1530,1519,1075,1019,942,1573,1591,875,1025
GENE00954,255,210,488,198,258,334,390,289,179,327,293,395
GENE00955,8,6,5,2,4,8,7,4,3,4,5,7
GENE00956,1,0,8,10,1,7,2,2,1,4,5,10
GENE00957,472,408,438,310,495,336,339,433,264,179,311,286
GENE00958,330,395,234,225,433,328,536,268,510,452,346,207
GENE00959,112,48,139,55,20,55,98,90,93,44,141,48
GENE00960,163,327,247,125,222,410,248,318,242,230,265,346
GENE00961,142,186,146,274,296,188,478,196,183,219,279,206
GENE00962,74,35,35,56,40,54,40,32,50,70,46,70
GENE00963,3,1,6,5,6,3,7,2,3,1,5,10
GENE00964,1162,966,1486,2218,1962,1480,2771,1391,1323,2599,1595,1294
GENE00965,18,26,22,17,14,7,9,22,10,17,10,20
GENE00966,646,1015,566,1060,1427,779,466,525,258,376,391,672
GENE00967,401,262,261,226,416,381,323,187,382,179,163,93
GENE00968,232,145,108,84,137,137,95,302,151,117,106,107
GENE00969,55,37,19,32,47,33,33,40,19,27,52,55
GENE00970,228,198,227,178,167,176,152,252,114,144,343,127
GENE00971,14,6,3,10,4,5,14,1,2,4,4,7
GENE00972,801,512,708,322,629,350,512,458,744,515,703,580
GENE00973,182,74,201,62,193,148,131,168,163,293,128,131
GENE00974,60,48,17,27,103,57,63,28,70,35,81,21
GENE00975,104,175,172,78,85,89,68,58,48,76,94,41
GENE00976,12,25,30,20,18,35,36,46,17,19,15,25
GENE00977,48,90,50,81,35,42,96,48,53,96,47,24
GENE00978,499,305,227,386,436,341,838,288,501,343,431,246
GENE00979,3,5,2,6,6,3,5,4,11,5,19,4
GENE00980,291,120,208,191,157,137,135,180,81,103,118,148
GENE00981,209,148,170,121,164,124,95,137,131,140,101,77
GENE00982,1,4,4,4,1,5,6,2,4,7,7,5
GENE00983,10,13,15,6,9,6,10,10,12,12,14,12
GENE00984,218,263,286,283,291,259,252,221,244,201,232,296
GENE00985,9,9,4,19,15,8,12,5,23,18,9,20
GENE00986,36,35,20,55,46,28,23,21,35,39,28,33
GENE00987,131,176,163,140,134,131,253,203,352,128,265,173
GENE00988,3,11,4,7,4,9,7,1,3,5,8,8
GENE00989,23,34,66,27,12,39,24,59,17,46,31,42
GENE00990,12,88,58,30,57,27,69,54,57,11,15,71
GENE00991,57,82,59,128,34,40,99,48,87,66,61,53
GENE00992,10,1,10,7,15,2,8,6,4,8,5,6
GENE00993,72,167,82,101,60,127,145,138,70,68,125,93
GENE00994,1191,1234,825,668,1221,567,1654,652,1386,1997,1065,866
GENE00995,11,7,11,7,9,11,11,11,12,13,15,17
GENE00996,149,40,142,114,138,85,209,60,105,92,155,75
GENE00997,781,2377,915,1314,1105,875,1080,527,614,2026,590,771
GENE00998,3,4,4,5,3,5,2,0,6,10,6,10
GENE00999,163,225,153,209,224,109,238,119,111,45,285,161
GENE01000,118,145,147,134,129,148,153,97,134,142,96,141
GENE01001,111,122,49,95,124,77,56,39,76,84,73,62
GENE01002,9,12,10,8,7,3,7,7,10,8,6,8
GENE01003,20,34,31,25,27,37,18,19,39,48,62,19
GENE01004,331,517,577,829,339,765,654,979,509,697,471,275
GENE01005,17,18,26,28,18,26,21,27,18,15,20,15
GENE01006,125,116,234,214,233,188,120,187,61,75,338,130
GENE01007,90,87,201,162,93,242,249,158,194,115,139,134
GENE01008,515,509,701,879,779,517,304,574,613,660,854,573
GENE01009,75,42,47,155,96,67,100,94,42,114,80,64
GENE01010,25,83,24,27,30,46,50,27,44,45,45,38
GENE01011,8,6,2,8,6,1,12,8,7,9,17,4
GENE01012,4,6,7,13,1,7,2,9,10,6,13,3
GENE01013,482,407,320,627,321,276,431,278,238,719,468,356
GENE01014,5,21,16,13,17,13,4,15,5,9,7,22
GENE01015,10,18,8,11,9,23,16,11,11,13,15,21
GENE01016,1360,1488,1060,2422,1399,1614,658,2600,2740,1583,1606,1913
GENE01017,13,15,30,21,19,15,17,21,9,15,9,11
GENE01018,2753,2474,1074,1263,1932,1623,718,2368,804,1402,860,1474
GENE01019,11,8,4,5,10,19,15,18,10,15,13,13
GENE01020,117,61,58,83,59,48,85,33,44,36,43,93
GENE01021,8,2,7,15,4,8,9,8,7,6,11,4
GENE01022,1335,1825,507,947,1329,1595,993,1037,1455,1173,1220,504
GENE01023,642,658,397,540,601,640,851,394,443,543,529,387
GENE01024,50,202,138,84,39,122,167,24,60,106,62,202
GENE01025,13,3,2,9,3,5,10,1,3,5,7,3
GENE01026,1344,1275,1163,1044,1107,1581,662,361,1046,586,1746,1270
GENE01027,358,213,446,407,417,249,160,461,439,333,336,310
GENE01028,86,111,87,110,82,93,74,176,64,135,154,113
GENE01029,66,64,102,98,147,135,112,220,178,104,103,71
GENE01030,14,6,6,5,12,10,11,16,1,9,3,18
GENE01031,55,34,83,143,106,118,121,118,132,61,69,126
GENE01032,41,48,50,16,89,58,75,68,29,32,73,29
GENE01033,506,176,433,216,408,394,500,439,328,269,487,353
GENE01034,155,200,233,154,180,175,85,109,110,118,181,133
GENE01035,712,755,1221,692,1370,1014,667,1470,504,2135,754,838
GENE01036,7,5,13,8,11,9,11,14,14,11,25,5
GENE01037,11,2,6,4,5,5,6,4,6,2,7,3
GENE01038,6,7,1,8,6,1,5,5,7,3,2,10
GENE01039,185,291,447,575,823,630,523,426,906,431,763,224
GENE01040,102,67,69,146,85,47,140,120,75,109,96,87
GENE01041,2174,988,1101,1232,1080,1250,3284,3125,1554,1897,1888,1110
GENE01042,111,44,57,46,74,47,110,115,81,87,120,59
GENE01043,214,274,123,143,179,155,210,213,181,128,385,226
GENE01044,2,8,6,5,7,4,9,7,4,1,7,13
GENE01045,5,23,9,13,6,13,9,8,11,10,4,17
GENE01046,39,24,24,19,5,8,16,15,19,47,29,23
GENE01047,29,27,24,21,18,21,38,31,24,67,32,28
GENE01048,232,154,211,322,274,364,123,201,100,101,281,170
GENE01049,48,34,16,13,26,41,30,48,15,70,44,36
GENE01050,124,48,99,89,96,73,75,18,54,75,43,87
GENE01051,204,301,104,267,107,425,145,458,89,145,271,179
GENE01052,23,18,13,21,30,38,21,36,23,22,51,16
GENE01053,11,11,1,11,12,3,14,14,6,9,17,13
GENE01054,30,21,18,31,24,31,53,53,54,35,55,35
GENE01055,3,4,8,7,4,9,12,7,9,8,7,8
GENE01056,1647,575,1142,576,1065,680,590,530,1496,890,1473,627
GENE01057,339,666,874,811,671,946,483,542,523,209,973,359
GENE01058,2163,1252,1226,1827,1499,1664,1377,2382,972,1285,1539,1382
GENE01059,16,17,29,10,24,9,21,28,11,14,14,28
GENE01060,36,59,47,35,33,50,17,40,59,28,33,52
GENE01061,1779,1928,2287,2393,2255,2177,1823,795,1212,1090,605,1607
GENE01062,10,16,5,7,6,17,13,11,7,11,9,7
GENE01063,1444,1295,994,949,1079,1880,641,952,1291,1745,2434,1628
GENE01064,869,638,385,622,385,602,1016,820,741,561,635,441
GENE01065,67,96,142,242,194,66,149,281,152,79,203,174
GENE01066,2020,2348,2361,1627,2289,2136,2630,2849,2263,1690,2381,3341
GENE01067,9,1,9,6,8,10,16,6,10,7,3,4
GENE01068,33,47,45,55,32,26,48,24,39,9,19,20
GENE01069,415,315,170,615,722,173,732,404,451,562,373,544
GENE01070,128,121,150,193,85,172,146,234,114,126,139,158
GENE01071,23,13,30,30,30,26,14,22,29,8,5,23
GENE01072,16,23,23,13,21,9,12,9,15,19,23,16
GENE01073,305,352,828,532,511,367,368,474,699,1127,808,243
GENE01074,419,539,744,401,568,513,725,693,293,452,675,1146
GENE01075,14,2,13,5,6,4,5,8,5,10,4,5
GENE01076,245,190,374,189,324,482,232,317,311,410,352,230
GENE01077,209,425,304,288,518,441,329,247,455,352,494,326
GENE01078,173,237,106,197,348,263,184,186,166,189,166,299
GENE01079,5,14,5,7,2,4,3,6,8,9,2,5
GENE01080,236,228,192,337,291,197,207,206,221,426,434,392
GENE01081,862,455,550,491,384,714,692,283,1069,331,356,369
GENE01082,37,47,57,48,41,49,47,61,22,41,34,71
GENE01083,43,33,21,33,10,28,25,29,15,44,35,35
GENE01084,67,118,166,90,114,63,163,93,145,184,110,61
GENE01085,56,55,66,49,39,64,84,41,14,32,37,50
GENE01086,93,75,58,143,91,90,78,74,34,50,128,64
GENE01087,1408,1951,2094,1124,1589,1288,737,2182,1397,3169,2284,1342
GENE01088,39,55,27,59,64,32,39,95,57,62,77,72
GENE01089,22,21,18,13,11,6,7,16,18,7,6,20
GENE01090,402,752,523,883,490,214,400,604,448,920,634,571
GENE01091,1245,1910,2092,1627,1128,2185,1098,1027,1256,1204,2634,783
GENE01092,586,590,870,870,337,421,466,950,541,615,978,707
GENE01093,1409,1179,736,560,665,468,881,1031,1613,897,561,538
GENE01094,53,51,38,29,30,65,38,41,42,38,27,38
GENE01095,18,21,20,18,37,9,31,26,10,13,52,24
GENE01096,138,229,168,107,113,168,188,283,125,77,78,117
GENE01097,7,7,3,4,11,12,8,6,1,9,10,6
GENE01098,443,145,263,273,486,134,340,427,270,112,431,201
GENE01099,450,465,125,372,273,279,574,607,313,458,312,217
GENE01100,14,17,12,28,28,8,26,10,19,17,24,15
GENE01101,53,36,44,41,33,55,27,65,38,66,40,75
GENE01102,816,699,478,939,1163,1222,1225,1171,2215,1012,1382,1318
GENE01103,1824,2023,1994,1092,1167,622,2559,1051,2082,1926,2152,1163
GENE01104,1571,2795,1432,1230,679,1150,2844,1859,2432,1416,2120,2548
GENE01105,1978,363,752,1133,883,1576,769,1633,1234,554,1333,1235
GENE01106,1807,716,1202,405,770,1324,600,1372,1004,584,922,1967
GENE01107,59,81,42,73,26,41,49,18,40,95,59,45
GENE01108,213,428,331,337,390,256,194,162,464,520,261,389
GENE01109,737,470,426,369,386,300,304,607,200,268,329,173
GENE01110,152,179,109,129,95,137,160,133,85,111,104,190
GENE01111,907,1165,605,695,1220,692,1044,737,955,917,532,1435
GENE01112,558,1355,876,522,853,684,712,488,579,639,507,546
GENE01113,19,42,45,18,24,51,49,25,39,31,8,42
GENE01114,1209,1579,1283,1307,1027,903,1116,697,1531,1078,1418,1345
GENE01115,353,268,301,250,254,151,336,258,226,379,240,207
GENE01116,16,77,61,44,40,28,37,14,26,20,53,18
GENE01117,889,443,690,972,636,559,1383,565,1251,616,504,859
GENE01118,378,482,668,566,718,774,391,1115,356,533,590,1612
GENE01119,4,2,7,4,9,2,4,3,4,7,6,7
GENE01120,9,17,18,21,16,19,38,22,21,27,10,22
GENE01121,291,99,359,179,575,308,331,362,233,282,294,221
GENE01122,6,4,3,9,9,6,0,6,5,6,5,3
GENE01123,455,1261,803,2035,1781,1468,869,1351,639,1027,1004,719
GENE01124,608,1511,865,1215,765,628,567,831,388,874,1051,923
GENE01125,68,50,32,49,20,31,24,45,61,23,42,39
GENE01126,41,25,33,21,13,26,59,26,23,14,38,26
GENE01127,1045,1322,589,624,935,1035,1201,772,1236,597,593,1153
GENE01128,389,528,332,587,464,471,428,584,376,473,348,461
GENE01129,329,508,269,295,265,344,285,308,406,344,479,377
GENE01130,21,17,36,25,33,25,31,47,34,16,29,32
GENE01131,35,65,45,49,59,97,122,81,58,63,70,69
GENE01132,1241,698,492,1121,1382,1340,1770,1374,1978,484,2003,1032
GENE01133,114,252,141,181,134,235,140,42,167,196,140,222
GENE01134,206,418,176,198,148,144,222,221,166,139,173,533
GENE01135,350,527,168,195,266,269,212,224,251,190,325,336
GENE01136,1668,1451,793,1199,1264,1257,1030,1219,864,1367,1961,815
GENE01137,340,957,461,665,758,479,606,526,597,1021,653,455
GENE01138,8,8,12,12,7,25,32,16,17,14,26,20
GENE01139,692,809,697,2120,956,1798,1669,1426,1091,1060,932,756
GENE01140,118,144,161,156,152,75,168,97,159,115,216,352
GENE01141,2,6,12,2,8,4,5,16,7,4,6,2
GENE01142,73,50,40,127,87,83,78,88,92,18,41,37
GENE01143,145,108,273,168,205,113,279,160,79,82,247,156
GENE01144,133,111,146,74,104,51,183,183,113,139,97,78
GENE01145,453,269,427,230,198,190,607,171,157,268,214,282
GENE01146,295,353,221,714,298,188,346,334,368,721,530,268
GENE01147,2167,770,725,1205,1444,1388,892,1863,566,1742,1564,978
GENE01148,138,285,128,208,293,393,194,402,216,173,184,449
GENE01149,9,1,4,7,12,4,4,10,15,11,15,0
GENE01150,138,190,94,197,311,252,133,184,190,180,222,198
GENE01151,78,25,70,75,24,22,82,42,48,20,38,55
GENE01152,26,32,46,46,30,22,17,54,31,7,28,36
GENE01153,102,62,81,58,41,111,79,64,94,88,61,60
GENE01154,48,25,59,37,37,46,58,48,56,39,34,100
GENE01155,63,111,107,75,135,41,128,109,65,115,76,68
GENE01156,11,8,9,13,5,7,13,5,4,5,7,3
GENE01157,43,22,23,22,17,23,28,14,11,35,24,23
GENE01158,112,115,101,148,90,86,163,50,69,52,224,49
GENE01159,148,134,219,277,184,212,243,190,187,282,150,339
GENE01160,391,666,296,202,282,622,601,242,291,441,588,187
GENE01161,5,7,4,6,6,2,3,4,4,3,9,2
GENE01162,832,1030,1601,1169,1024,1052,712,1401,703,564,917,1208
GENE01163,2,10,11,7,5,12,8,7,2,9,2,11
GENE01164,41,6,67,107,32,54,36,24,79,69,71,49
GENE01165,311,111,391,262,346,400,288,135,140,219,85,362
GENE01166,440,558,435,198,279,360,570,407,341,262,394,292
GENE01167,1323,289,581,325,481,171,385,612,624,981,466,621
GENE01168,1203,931,1029,364,1139,985,924,1781,965,1603,1079,1327
GENE01169,1748,709,692,597,1146,1025,919,620,1527,1049,1841,1244
GENE01170,139,85,115,62,118,161,43,46,91,31,39,121
GENE01171,2108,1629,1496,1313,1195,1863,1815,591,635,1125,1455,1002
GENE01172,12,9,10,10,10,5,15,9,8,5,8,20
GENE01173,1012,1337,1376,864,1266,1251,1321,1542,1038,1545,325,1358
GENE01174,43,26,68,33,66,83,39,49,73,59,39,56
GENE01175,8,4,11,2,7,4,6,1,8,8,9,11
GENE01176,263,158,164,124,170,187,162,200,204,110,211,263
GENE01177,24,5,12,19,13,12,14,4,5,7,19,17
GENE01178,205,332,269,117,227,214,478,599,397,316,498,218
GENE01179,51,38,81,26,26,21,99,95,43,72,65,58
GENE01180,11,22,8,12,10,19,23,18,15,6,14,11
GENE01181,14,14,15,8,6,2,12,11,17,15,25,11
GENE01182,14,23,32,33,31,29,14,23,34,17,28,51
GENE01183,273,227,252,248,117,339,382,263,236,268,258,186
GENE01184,228,295,168,553,168,228,351,337,467,293,179,154
GENE01185,10,34,18,65,12,23,34,25,38,40,11,27
GENE01186,89,77,92,109,139,44,65,80,135,61,71,115
GENE01187,367,403,315,601,409,616,381,711,286,540,517,490
GENE01188,1845,904,2033,743,545,1083,1496,1413,3215,1696,2757,2404
GENE01189,1695,1207,1741,1170,2560,1056,1257,1231,1705,2528,2889,1752
GENE01190,27,18,29,7,27,16,27,37,9,18,16,21
GENE01191,271,168,100,241,186,153,243,294,334,118,144,165
GENE01192,251,166,359,161,218,128,148,176,95,142,317,176
GENE01193,391,72,414,539,522,251,267,315,372,260,460,331
GENE01194,32,33,35,23,27,33,60,25,27,12,20,51
GENE01195,2,4,12,8,12,7,10,5,4,8,8,7
GENE01196,284,288,175,142,177,177,80,90,211,191,224,161
GENE01197,456,1075,738,832,384,753,363,921,1146,866,477,920
GENE01198,3,13,4,8,7,7,9,9,10,4,10,6
GENE01199,107,27,28,66,52,77,34,56,47,83,72,25
GENE01200,7,9,10,4,21,9,14,12,12,2,16,14
GENE01201,11,5,8,14,7,4,9,11,6,6,14,10
GENE01202,12,13,6,14,31,10,13,22,13,18,4,18
GENE01203,32,30,35,38,29,44,39,26,26,16,26,13
GENE01204,8,4,9,3,9,7,11,9,4,5,8,2
GENE01205,723,153,439,427,525,643,255,551,527,1080,390,381
GENE01206,219,192,302,155,148,196,113,192,265,298,100,107
GENE01207,1245,1457,1509,1699,2133,1585,3460,1056,1583,3707,1331,1726
GENE01208,1170,1205,1013,1309,1572,648,1634,1082,1015,448,1455,834
GENE01209,11,24,26,19,59,5,24,12,4,20,12,18
GENE01210,50,16,27,40,15,13,33,22,30,14,29,25
GENE01211,369,607,644,653,214,212,172,770,284,403,532,517
GENE01212,13,3,8,11,4,3,13,3,16,16,3,6
GENE01213,75,47,64,70,136,28,81,34,81,119,23,113
GENE01214,58,90,142,115,99,151,98,142,257,143,61,78
GENE01215,37,38,27,44,45,58,31,39,32,57,38,70
GENE01216,835,650,1170,671,846,367,1001,686,265,917,293,451
GENE01217,2140,1142,1437,1746,952,1483,2976,1416,1548,1794,1539,2731
GENE01218,1070,885,540,314,501,822,472,1088,371,346,502,901
GENE01219,195,146,386,383,478,379,163,385,271,229,405,315
GENE01220,2,2,3,1,5,4,7,4,2,3,6,5
GENE01221,291,93,203,194,323,223,220,55,410,226,176,272
GENE01222,69,40,28,31,43,66,29,60,83,46,78,52
GENE01223,21,9,3,38,18,16,31,14,17,15,22,28
GENE01224,27,24,33,32,31,28,25,42,27,15,45,26
GENE01225,83,125,88,84,56,104,102,118,51,79,107,117
GENE01226,154,145,154,186,115,159,180,84,109,124,225,112
GENE01227,25,27,23,31,11,17,7,5,50,9,33,5
GENE01228,2,6,15,4,5,7,10,4,4,3,5,4
GENE01229,1,8,11,5,0,8,4,8,2,3,5,12
GENE01230,14,12,15,20,14,6,12,11,10,11,14,14
GENE01231,184,170,129,148,151,145,104,155,92,198,136,213
GENE01232,1345,498,1866,1414,864,672,549,2950,1567,1375,1233,1937
GENE01233,16,15,14,7,11,25,6,17,22,7,20,11
GENE01234,834,1586,1363,2657,1222,3440,1282,1853,2302,2269,653,1965
GENE01235,797,1737,276,773,502,654,841,856,636,813,658,729
GENE01236,7,5,5,4,1,3,6,7,1,3,6,5
GENE01237,9,9,3,10,11,7,10,20,9,13,7,3
GENE01238,2231,1068,2900,1350,3232,1749,1422,1065,1817,1696,2259,1434
GENE01239,145,91,96,90,69,123,70,99,66,92,73,80
GENE01240,7,10,2,16,5,10,2,9,14,10,6,13
GENE01241,14,5,12,8,6,0,10,15,10,3,12,12
GENE01242,225,282,269,479,302,261,363,325,198,205,287,359
GENE01243,26,8,11,19,6,15,9,20,8,6,11,5
GENE01244,5,7,7,15,8,8,17,11,11,7,1,13
GENE01245,1096,3249,2691,1825,3859,2407,1506,2784,1339,2464,745,1240
GENE01246,42,50,49,58,98,55,64,57,43,44,49,90
GENE01247,2,8,4,1,11,9,4,7,9,4,11,2
GENE01248,125,121,115,137,88,156,130,96,133,110,94,263
GENE01249,12,11,17,10,13,17,16,4,8,15,5,9
GENE01250,31,57,45,44,48,38,54,18,41,65,72,57
GENE01251,17,12,66,35,4,32,17,71,42,34,54,26
GENE01252,41,53,58,38,34,40,31,51,38,42,12,44
GENE01253,11,12,11,21,9,10,2,7,9,11,1,10
GENE01254,697,1564,1166,793,790,1525,904,711,831,1168,656,663
GENE01255,2,2,7,9,3,4,3,2,5,1,7,8
GENE01256,8,11,6,5,5,17,11,15,3,14,11,15
GENE01257,22,22,5,8,13,12,17,15,15,6,11,13
GENE01258,1386,1412,1121,2201,1600,1867,2791,1150,907,909,1329,1785
GENE01259,351,447,458,241,383,295,236,180,388,528,745,346
GENE01260,8,16,9,6,6,8,11,9,7,9,5,5
GENE01261,255,656,632,517,608,1156,282,645,1015,507,1029,529
GENE01262,237,243,433,212,466,338,219,373,212,92,297,350
GENE01263,2069,2346,2981,3023,1745,1472,1763,1131,1517,1339,2507,3424
GENE01264,15,37,49,67,41,28,40,28,16,21,29,21
GENE01265,1222,1459,1022,1920,3368,1487,1459,916,1730,821,1287,877
GENE01266,13,25,32,5,19,3,16,17,24,30,16,26
GENE01267,40,76,92,55,37,45,96,33,74,27,68,55
GENE01268,6,7,4,10,7,14,4,10,18,8,10,7
GENE01269,62,134,51,35,93,10,69,50,60,41,64,28
GENE01270,14,27,33,8,11,25,5,18,16,27,22,44
GENE01271,491,381,406,280,637,227,353,245,416,360,236,240
GENE01272,2784,2103,3173,1557,1588,2184,965,3465,1225,1181,1440,1091
GENE01273,54,49,65,26,77,55,44,77,50,64,77,87
GENE01274,131,319,469,166,295,278,157,185,241,143,313,195
GENE01275,24,20,18,17,25,17,27,27,15,16,9,29
GENE01276,138,282,289,335,110,59,76,197,86,150,163,197
GENE01277,990,2296,989,644,1252,619,1182,2085,700,1753,1962,1273
GENE01278,511,744,843,697,848,531,584,606,587,347,560,490
GENE01279,890,1542,1249,1692,965,1446,711,769,1162,1061,865,1158
GENE01280,40,24,24,29,31,24,19,20,43,40,19,26
GENE01281,13,10,11,10,17,7,18,30,22,6,6,13
GENE01282,115,115,111,98,69,44,74,98,143,84,46,95
GENE01283,1206,549,1890,927,1929,1154,1252,1233,1684,1147,2241,1542
GENE01284,950,918,449,624,700,727,664,478,377,656,774,419
GENE01285,196,163,160,150,89,167,134,110,116,131,136,253
GENE01286,10,5,21,5,11,15,16,23,10,14,20,8
GENE01287,2738,2154,3140,2259,1947,1579,2951,2307,940,2803,3833,843
GENE01288,715,708,263,932,1042,1625,804,1119,343,365,929,745
GENE01289,1161,904,1565,864,673,1443,771,1587,1933,945,913,478
GENE01290,110,109,81,192,127,127,132,84,229,210,70,75
GENE01291,102,104,53,52,87,54,108,105,58,53,69,72
GENE01292,513,819,477,1198,1340,552,898,1247,1154,761,1160,406
GENE01293,30,18,18,7,36,24,7,15,22,4,3,8
GENE01294,122,133,121,75,124,128,93,68,85,103,120,107
GENE01295,102,68,150,206,101,74,44,96,72,197,66,67
GENE01296,30,15,31,12,24,18,16,17,12,25,15,16
GENE01297,70,163,67,397,102,134,168,174,73,82,93,177
GENE01298,5,4,6,5,4,6,5,5,9,6,6,13
GENE01299,5,7,7,7,4,3,6,4,7,4,2,3
GENE01300,10,0,4,1,4,2,4,9,7,3,4,7
GENE01301,169,154,304,345,466,221,409,140,324,247,223,348
GENE01302,77,73,59,76,52,52,99,43,45,77,74,78
GENE01303,742,442,454,830,208,438,988,405,449,547,460,593
GENE01304,39,63,27,28,101,58,49,73,24,44,24,42
GENE01305,21,4,18,53,10,21,20,32,19,19,10,25
GENE01306,26,44,28,66,82,50,37,77,33,56,51,49
GENE01307,2232,505,1119,638,672,914,1409,574,825,1420,575,1053
GENE01308,1193,522,488,601,931,844,1105,467,165,978,611,1101
GENE01309,17,71,65,48,45,111,93,33,74,67,81,110
GENE01310,184,217,174,146,91,112,178,219,143,130,263,98
GENE01311,2514,2487,1299,1667,1992,1734,1082,1762,649,576,1113,1782
GENE01312,5,5,7,8,4,5,1,2,13,3,12,8
GENE01313,19,28,21,3,22,29,28,33,20,26,8,34
GENE01314,25,34,33,13,24,40,28,67,63,66,46,43
GENE01315,15,45,28,24,2,22,29,14,16,17,20,20
GENE01316,177,101,100,64,214,30,220,198,135,193,247,102
GENE01317,783,522,492,132,557,191,258,355,641,381,653,872
GENE01318,52,59,74,83,69,66,79,162,75,62,106,71
GENE01319,61,95,96,131,66,71,59,96,25,120,59,100
GENE01320,29,42,27,29,55,22,25,26,9,38,20,25
GENE01321,664,1083,519,564,1203,510,548,646,1567,739,461,717
GENE01322,9,5,25,24,20,21,15,27,20,9,7,16
GENE01323,9,15,17,8,15,11,7,16,10,14,5,18
GENE01324,22,34,67,74,33,13,30,23,31,32,48,27
GENE01325,19,20,31,41,19,12,26,21,19,28,15,8
GENE01326,39,23,19,22,11,21,20,20,26,31,20,28
GENE01327,79,256,220,224,194,133,189,93,255,230,115,226
GENE01328,10,28,14,19,14,30,15,35,13,32,9,12
GENE01329,4,10,3,5,5,7,11,9,1,10,10,13
