gene_id,CONT1,CONT2,CONT3,CONT4,CONT5,CONT6,TREA1,TREA2,TREA3,TREA4,TREA5,TREA6
GENE00887,339,163,142,357,514,365,185,287,203,278,149,360
GENE00888,7,3,8,8,3,7,3,8,5,6,4,4
GENE00889,3,7,10,4,7,16,4,6,8,11,5,12
GENE00890,2073,1097,1617,2013,1449,1798,809,559,1926,1224,1299,1417
GENE00891,1936,2562,1415,1182,1546,1207,2463,2892,2200,1571,2426,863
GENE00892,16,18,13,20,6,16,13,15,13,22,20,20
GENE00893,1240,737,1472,304,706,905,349,910,620,901,803,905
GENE00894,89,65,156,87,55,115,46,115,99,65,83,110
GENE00895,7,15,14,6,11,14,17,14,28,9,11,11
GENE00896,11,7,14,7,8,10,14,5,6,1,9,10
GENE00897,126,101,220,422,201,192,216,215,111,163,205,165
GENE00898,32,8,23,22,28,30,33,19,18,29,52,6
GENE00899,57,123,110,139,145,62,92,136,133,73,135,141
GENE00900,2451,2057,793,1139,1278,1415,854,865,1078,1721,1808,1198
GENE00901,6,4,7,2,4,8,4,3,1,1,12,7
GENE00902,1762,1589,1532,1472,281,1536,1512,2880,832,1453,1270,1727
GENE00903,900,1698,1685,2001,774,1347,6759,7433,5882,4373,7885,5486
GENE00904,25,25,34,13,45,39,36,46,15,22,23,40
GENE00905,258,209,281,239,371,281,236,281,83,377,285,225
GENE00906,1002,1096,1825,2168,980,2022,1680,1519,1030,1660,1270,2238
GENE00907,317,284,252,215,290,124,168,318,411,398,255,394
GENE00908,650,316,298,299,225,256,468,408,310,374,665,194
GENE00909,1672,1518,2430,2032,1288,1061,2513,1898,869,2553,1470,2004
GENE00910,64,122,100,183,152,125,227,448,350,336,361,456
GENE00911,25,16,43,55,58,20,18,68,62,18,16,17
GENE00912,173,210,173,154,254,173,558,576,937,520,1234,1195
GENE00913,1036,602,526,1157,700,661,918,970,1074,886,386,1344
GENE00914,33,50,62,50,24,26,54,90,52,59,79,44
GENE00915,118,96,113,145,205,124,118,118,133,93,133,196
GENE00916,184,127,119,133,104,137,182,231,225,91,250,109
GENE00917,896,1008,946,1158,1014,1743,1375,1554,1341,942,1186,1744
GENE00918,1,15,10,16,4,11,8,7,8,5,9,5
GENE00919,13,19,7,18,5,27,69,64,18,43,28,70
GENE00920,15,5,13,9,5,5,25,7,10,22,10,8
GENE00921,25,43,90,53,27,23,32,39,25,24,40,40
GENE00922,246,1181,1311,1232,2166,982,965,881,450,1207,497,1446
GENE00923,4,12,5,6,6,9,8,10,11,7,11,6
GENE00924,12,25,8,56,18,39,35,24,37,31,29,21
GENE00925,162,218,262,170,447,166,471,1217,985,2142,855,766
GENE00926,16,26,12,39,19,23,37,28,14,25,42,24
GENE00927,3024,1888,1287,1855,2945,1932,1151,1351,818,2326,2267,779
GENE00928,10,21,4,11,9,38,15,14,45,20,11,22
GENE00929,20,13,5,7,34,10,8,13,12,36,14,20
GENE00930,907,187,796,963,661,543,425,797,609,1019,346,452
GENE00931,13,66,24,25,26,24,14,29,16,26,15,10
GENE00932,11,10,31,8,13,11,38,10,16,6,22,16
GENE00933,634,1051,1653,540,1440,951,691,909,1338,825,767,645
GENE00934,271,257,355,415,187,631,591,305,684,152,221,375
GENE00935,571,1399,627,791,642,889,836,977,980,1400,1202,559
GENE00936,583,764,615,870,676,654,844,620,508,419,819,358
GENE00937,4,3,8,8,8,12,2,13,0,9,4,6
GENE00938,1,6,6,6,5,5,5,12,12,4,1,8
GENE00939,12,3,5,5,8,9,2,2,0,1,4,1
GENE00940,12,19,23,16,14,30,16,13,27,16,23,21
GENE00941,20,10,18,16,18,11,5,10,30,6,14,23
GENE00942,5,6,5,6,7,5,8,8,5,8,7,2
GENE00943,25,19,17,26,25,13,25,21,15,9,10,33
GENE00944,11,3,5,5,9,12,4,3,4,6,7,5
GENE00945,1,7,8,6,4,7,12,5,19,3,9,4
GENE00946,145,188,167,60,86,150,90,209,315,104,165,237
GENE00947,68,90,85,114,99,103,102,180,79,72,99,56
GENE00948,390,327,605,338,381,214,200,246,271,311,169,197
GENE00949,17,18,3,3,12,4,5,4,17,9,8,9
GENE00950,263,239,306,216,456,385,184,292,208,555,211,292
GENE00951,64,28,61,46,24,13,41,17,40,24,37,31
GENE00952,146,133,91,141,107,86,165,127,64,99,173,110
GENE00953,1083,1122,1845,948,2486,771,225,383,319,869,525,404
GENE00954,402,294,162,248,209,162,451,306,141,164,265,272
GENE00955,3,9,4,4,4,3,6,2,0,3,7,5
GENE00956,4,4,3,6,4,4,4,9,2,11,14,5
GENE00957,167,686,192,225,403,310,544,268,314,247,310,327
GENE00958,273,144,239,450,354,379,259,286,395,546,307,450
GENE00959,36,96,50,60,62,98,73,40,73,216,104,114
GENE00960,325,470,296,255,678,277,249,473,426,266,282,241
GENE00961,174,233,199,233,414,349,197,153,138,221,173,210
GENE00962,69,58,72,57,57,51,45,51,119,100,109,37
GENE00963,8,0,6,4,10,5,3,7,5,3,0,2
GENE00964,600,1336,2400,1537,2208,1182,3330,1849,1465,1086,2842,1415
GENE00965,10,8,9,15,12,16,25,8,28,17,8,10
GENE00966,789,669,664,416,754,651,665,597,691,754,718,762
GENE00967,465,95,548,129,378,124,245,165,342,352,275,165
GENE00968,98,121,100,81,87,167,184,179,274,105,136,112
GENE00969,25,36,33,24,40,39,50,39,51,29,40,37
GENE00970,447,217,162,311,124,247,318,143,158,62,198,126
GENE00971,5,6,1,4,9,7,6,7,7,9,5,10
GENE00972,550,336,266,686,460,463,485,543,320,946,616,237
GENE00973,160,80,148,179,165,144,99,108,99,124,233,158
GENE00974,78,56,29,38,38,70,77,71,37,56,98,28
GENE00975,27,99,110,73,97,36,100,19,169,85,85,40
GENE00976,28,17,21,30,20,25,17,11,37,11,8,16
GENE00977,77,43,65,42,56,27,71,173,167,226,153,146
GENE00978,423,277,453,221,368,207,322,206,218,596,286,277
GENE00979,6,15,5,6,5,3,18,3,11,4,2,5
GENE00980,168,191,136,136,123,206,187,223,251,128,73,151
GENE00981,85,79,181,75,84,230,82,255,84,138,176,172
GENE00982,5,1,4,3,1,4,3,2,2,3,9,3
GENE00983,7,2,8,5,14,11,9,5,10,12,10,11
GENE00984,242,121,245,165,215,300,1143,510,644,845,803,522
GENE00985,13,7,20,14,25,16,24,36,10,16,23,20
GENE00986,24,34,30,39,8,25,28,36,52,42,74,34
GENE00987,171,160,167,172,168,261,451,247,293,113,148,223
GENE00988,4,9,1,7,2,1,2,2,0,2,1,4
GENE00989,29,38,49,33,11,35,46,36,59,51,19,24
GENE00990,28,57,32,86,19,66,54,82,46,49,62,32
GENE00991,109,91,31,59,106,107,76,112,34,42,73,64
GENE00992,5,1,1,5,4,12,7,8,5,9,2,9
GENE00993,110,64,56,154,122,95,52,126,152,100,97,93
GENE00994,952,1146,627,423,1292,1426,1147,1320,207,364,1399,747
GENE00995,8,10,15,7,5,7,8,20,10,11,8,7
GENE00996,137,166,153,74,281,140,153,141,109,138,100,63
GENE00997,426,925,642,1587,853,1009,301,201,256,383,287,329
GENE00998,5,5,2,16,4,8,6,3,6,12,6,6
GENE00999,147,204,104,154,216,246,43,67,43,43,65,63
GENE01000,123,92,237,87,118,102,102,181,137,83,157,91
GENE01001,30,45,83,113,71,82,52,28,42,67,58,30
GENE01002,9,3,16,8,6,5,15,9,8,13,8,13
GENE01003,43,36,16,62,26,53,19,27,20,19,18,12
GENE01004,970,815,340,462,686,423,592,225,344,1068,627,537
GENE01005,11,35,9,11,17,39,23,21,8,50,10,16
GENE01006,230,185,100,110,214,185,85,71,210,95,277,239
GENE01007,99,81,154,213,133,233,122,133,127,166,234,85
GENE01008,596,698,768,671,446,827,1107,462,611,589,756,638
GENE01009,105,45,74,97,103,84,46,39,148,68,81,38
GENE01010,53,25,19,25,48,38,23,32,29,30,14,32
GENE01011,12,12,7,7,9,0,9,4,8,8,24,17
GENE01012,5,3,5,5,4,1,11,15,6,7,6,13
GENE01013,249,199,353,305,206,269,164,261,390,564,590,347
GENE01014,18,7,13,4,10,18,22,17,15,20,20,12
GENE01015,12,9,22,9,18,14,9,5,18,37,18,15
GENE01016,1681,1940,1916,926,671,1772,2167,1630,1793,2518,1439,1880
GENE01017,5,23,21,11,12,4,8,13,12,16,21,22
GENE01018,2671,1548,1167,2558,1793,2509,2045,1573,3181,1940,1249,1029
GENE01019,22,21,3,10,9,10,8,15,7,9,9,5
GENE01020,182,114,49,79,101,95,65,59,141,122,92,44
GENE01021,8,2,5,8,2,5,4,11,5,0,10,8
GENE01022,935,1186,1628,938,1696,994,597,1455,828,792,981,1020
GENE01023,773,470,403,531,681,359,221,1067,975,516,1097,1529
GENE01024,71,57,153,169,167,149,116,108,81,91,45,170
GENE01025,4,5,4,3,7,2,7,6,5,4,6,5
GENE01026,600,2361,1499,940,723,1038,662,1720,1628,971,826,1275
GENE01027,470,277,395,460,235,472,500,1036,780,719,668,1483
GENE01028,152,89,101,67,134,174,74,64,108,90,139,191
GENE01029,92,128,37,193,141,287,112,185,128,134,172,77
GENE01030,13,9,6,4,5,4,11,14,18,8,2,8
GENE01031,85,34,133,78,125,95,121,105,70,50,74,195
GENE01032,36,37,42,40,91,20,75,42,56,35,98,37
GENE01033,513,632,390,321,246,399,500,339,351,244,626,427
GENE01034,173,196,92,118,107,212,85,115,142,158,343,105
GENE01035,869,991,642,653,932,1054,667,1179,1347,1374,1479,1025
GENE01036,15,18,14,11,11,13,11,7,7,7,23,12
GENE01037,5,8,10,0,4,5,6,10,4,5,2,5
GENE01038,4,1,4,7,3,5,3,1,1,1,1,3
GENE01039,356,393,477,481,369,1145,652,428,583,631,537,272
GENE01040,109,80,70,69,65,57,127,35,75,19,81,108
GENE01041,1134,2053,2952,1593,299,1659,3284,1031,1051,1628,1295,1851
GENE01042,130,78,82,145,74,52,338,129,298,200,177,63
GENE01043,312,287,267,194,56,282,210,630,200,132,138,190
GENE01044,4,2,2,3,3,5,9,5,10,4,3,5
GENE01045,3,13,9,7,13,14,9,5,12,12,7,8
GENE01046,28,17,26,9,12,29,16,35,14,28,20,24
GENE01047,41,22,36,28,20,17,38,35,8,21,30,24
GENE01048,169,225,207,312,232,266,123,183,202,276,342,283
GENE01049,55,82,22,63,33,34,30,16,41,30,30,53
GENE01050,77,80,84,51,102,33,75,65,39,90,56,58
GENE01051,176,147,167,104,95,214,145,77,93,147,220,116
GENE01052,44,13,74,52,42,39,21,51,30,37,24,35
GENE01053,6,14,9,17,12,4,42,32,35,36,13,45
GENE01054,45,31,31,66,33,42,42,44,38,60,51,49
GENE01055,7,12,4,5,14,5,5,4,3,8,5,6
GENE01056,1153,1712,960,638,1012,357,751,1491,804,958,1016,1168
GENE01057,436,304,334,452,268,610,355,267,394,519,1188,705
GENE01058,2610,1076,1066,1377,1876,1197,1837,1204,1828,1655,2437,1158
GENE01059,23,10,12,29,22,15,10,20,11,15,16,5
GENE01060,43,30,31,42,61,33,17,39,43,33,27,57
GENE01061,1954,1221,2129,1481,2120,2499,1823,1903,2059,1326,1531,2764
GENE01062,1,4,2,3,12,4,13,1,6,5,5,9
GENE01063,869,1290,997,1235,1535,641,641,3319,976,2056,585,922
GENE01064,909,845,637,434,806,1091,1016,646,1258,699,695,756
GENE01065,169,180,224,110,186,138,149,176,57,181,293,97
GENE01066,1396,2454,761,1958,1419,1506,2630,1627,2094,404,1522,2042
GENE01067,6,14,16,9,9,9,16,15,5,5,10,19
GENE01068,13,28,40,37,38,22,48,21,16,38,37,42
GENE01069,309,469,349,460,429,132,732,274,531,245,165,237
GENE01070,208,248,116,180,251,410,146,224,98,192,124,138
GENE01071,22,28,18,16,32,29,14,27,17,22,15,25
GENE01072,11,6,12,8,11,17,12,30,9,13,17,24
GENE01073,282,996,305,578,557,248,368,435,238,413,187,265
GENE01074,727,693,511,643,670,589,725,337,674,477,725,946
GENE01075,1,1,11,7,4,3,5,10,6,5,5,5
GENE01076,753,273,169,312,226,327,232,449,354,508,367,363
GENE01077,271,693,432,262,269,380,329,172,322,195,464,478
GENE01078,78,357,242,235,274,250,540,1069,333,525,206,361
GENE01079,1,6,5,1,5,3,3,11,4,4,1,4
GENE01080,178,110,191,262,185,360,207,393,464,408,354,483
GENE01081,327,410,427,195,828,330,692,261,954,331,400,354
GENE01082,31,5,10,50,29,13,47,35,49,40,68,40
GENE01083,63,23,37,42,38,19,25,35,30,10,27,45
GENE01084,163,79,53,197,116,197,163,75,148,185,49,181
GENE01085,24,55,26,34,58,26,30,22,11,21,16,14
GENE01086,57,59,131,106,56,74,78,95,157,64,58,73
GENE01087,2779,756,2883,2705,1800,1283,737,1718,2173,2367,801,2469
GENE01088,45,33,55,63,35,21,39,45,44,29,38,101
GENE01089,22,19,24,33,11,31,7,14,27,13,25,12
GENE01090,500,817,731,1366,575,707,400,626,350,821,1145,761
GENE01091,1540,2084,1543,1799,1799,2358,369,255,481,829,392,382
GENE01092,342,751,554,615,236,476,466,733,735,483,577,888
GENE01093,1062,594,915,687,1154,849,881,386,436,1082,1145,976
GENE01094,18,29,52,23,41,90,38,96,57,52,25,37
GENE01095,34,15,17,17,15,8,8,4,10,9,13,11
GENE01096,151,131,209,181,223,72,162,158,143,108,216,193
GENE01097,2,7,2,5,3,10,7,12,6,6,3,3
GENE01098,266,374,263,279,173,280,337,232,264,538,354,322
GENE01099,292,547,569,140,547,533,481,418,751,1149,353,450
GENE01100,6,16,11,13,12,20,16,16,18,3,8,12
GENE01101,45,45,17,46,32,28,34,61,57,38,49,28
GENE01102,2652,1130,880,1514,1676,1285,1000,1992,758,1119,610,1376
GENE01103,1914,1838,965,878,2634,2427,2804,1583,1446,3377,2030,879
GENE01104,2784,2046,2516,1864,1232,894,454,563,645,330,456,680
GENE01105,1713,1180,1737,1605,954,1471,694,574,979,235,1191,734
GENE01106,1391,711,751,1026,829,582,961,1405,1258,856,789,595
GENE01107,62,41,39,54,53,20,25,55,46,35,50,63
GENE01108,230,190,384,295,301,315,200,303,402,348,610,114
GENE01109,392,328,364,252,485,558,649,580,297,156,718,210
GENE01110,95,85,91,90,229,169,162,217,87,88,47,75
GENE01111,1590,569,473,482,558,341,973,496,1098,726,1492,1367
GENE01112,445,467,177,340,318,321,1028,422,596,292,345,440
GENE01113,41,8,41,33,26,22,19,5,10,9,9,10
GENE01114,651,747,496,1249,1989,1451,417,647,1086,897,980,353
GENE01115,401,98,357,262,263,257,100,320,199,250,387,198
GENE01116,10,52,16,25,29,20,37,73,20,32,22,42
GENE01117,810,333,1013,647,1088,578,637,942,970,540,832,346
GENE01118,402,909,679,784,684,212,1119,282,905,859,381,854
GENE01119,4,5,5,1,6,7,5,7,7,8,2,2
GENE01120,18,20,22,26,10,35,28,29,22,18,11,13
GENE01121,177,288,198,373,492,440,210,484,346,138,322,415
GENE01122,4,4,6,9,4,10,3,1,3,7,1,7
GENE01123,1030,337,1186,1521,2294,2265,1271,656,1666,1043,1726,1460
GENE01124,1341,808,345,970,576,537,1816,915,502,1111,1189,556
GENE01125,40,34,22,55,40,28,65,46,91,22,39,52
GENE01126,24,35,33,17,34,31,44,23,16,59,22,16
GENE01127,1152,1522,438,567,925,455,1023,941,475,1496,1140,1135
GENE01128,301,257,252,429,203,435,373,317,424,406,400,400
GENE01129,377,386,230,186,285,302,601,195,125,193,288,354
GENE01130,37,11,18,7,24,30,41,27,11,19,4,8
GENE01131,114,47,56,48,72,69,50,29,53,91,83,72
GENE01132,746,832,1347,1135,597,1445,988,993,1265,1225,799,793
GENE01133,146,155,249,218,150,226,39,97,54,51,34,42
GENE01134,163,240,319,162,165,126,199,170,171,337,219,227
GENE01135,460,188,380,170,357,283,105,120,71,63,62,149
GENE01136,1083,1788,1634,749,1079,1539,2258,480,1203,1017,1101,1438
GENE01137,799,307,279,593,1016,725,266,239,374,260,109,305
GENE01138,25,25,21,17,11,41,20,11,20,10,15,20
GENE01139,1707,881,861,1204,773,1014,342,548,239,468,309,327
GENE01140,129,164,70,144,135,229,242,161,140,193,225,178
GENE01141,21,11,10,9,9,17,5,5,0,3,0,3
GENE01142,83,78,51,36,88,65,61,71,67,106,45,62
GENE01143,203,123,111,149,95,49,166,177,80,191,292,184
GENE01144,71,136,101,34,170,99,150,129,112,90,160,126
GENE01145,233,245,194,327,298,253,226,233,352,493,446,137
GENE01146,436,464,641,960,773,849,323,225,613,527,590,391
GENE01147,1214,1403,1492,1782,2182,1649,853,820,1840,863,936,2391
GENE01148,136,365,139,273,172,195,143,256,210,387,241,343
GENE01149,6,7,11,13,9,9,10,8,2,10,14,9
GENE01150,117,130,134,161,237,68,218,204,128,198,233,210
GENE01151,45,61,50,72,56,31,55,26,59,72,46,13
GENE01152,35,30,35,46,15,19,43,22,51,24,31,30
GENE01153,103,65,87,118,62,44,94,93,151,84,135,101
GENE01154,87,50,14,27,31,73,70,44,30,79,35,34
GENE01155,41,222,66,47,106,137,23,82,115,136,27,86
GENE01156,7,8,12,6,2,5,13,5,6,6,14,13
GENE01157,18,31,11,30,16,10,23,16,22,24,15,6
GENE01158,163,67,114,93,171,143,166,75,67,186,208,139
GENE01159,143,250,225,175,122,254,121,95,356,157,65,142
GENE01160,459,274,735,336,606,449,248,172,350,503,241,627
GENE01161,6,7,9,4,2,7,5,4,1,0,6,4
GENE01162,778,956,1649,1067,1716,1159,1354,703,1190,1478,514,746
GENE01163,4,4,4,4,8,10,10,7,10,4,7,8
GENE01164,43,32,39,46,43,47,23,43,55,41,47,81
GENE01165,171,273,228,128,216,108,151,115,142,184,180,269
GENE01166,148,511,257,402,508,598,207,153,474,596,396,451
GENE01167,321,600,366,436,541,251,262,985,411,300,788,415
GENE01168,437,673,1517,1145,2071,979,1795,1074,1390,971,1293,1083
GENE01169,814,2063,675,1598,314,512,1114,907,1983,1313,1150,1748
GENE01170,108,85,52,39,99,76,74,39,90,94,157,74
GENE01171,2097,531,789,1746,796,1015,2926,1169,5344,4559,3849,3742
GENE01172,11,5,6,6,19,9,8,13,8,8,14,8
GENE01173,2339,1215,1567,1349,2191,2142,1973,1950,1248,347,1496,937
GENE01174,93,66,46,79,52,19,109,60,141,51,39,97
GENE01175,9,5,5,10,7,11,6,12,5,4,3,6
GENE01176,231,59,80,159,67,155,256,50,217,183,246,175
GENE01177,17,29,14,14,10,20,22,10,13,22,9,7
GENE01178,664,612,533,282,242,499,345,220,76,298,326,254
GENE01179,60,123,29,79,78,26,35,38,122,77,79,70
GENE01180,14,14,24,11,39,13,14,12,19,13,14,13
GENE01181,18,10,16,7,17,6,49,40,40,34,27,63
GENE01182,15,22,18,44,22,16,29,39,35,50,43,18
GENE01183,154,201,277,173,174,69,241,112,262,241,382,319
GENE01184,181,221,241,382,146,247,178,160,220,295,174,143
GENE01185,60,11,32,15,15,21,29,15,38,36,18,23
GENE01186,103,159,38,46,142,43,226,130,95,165,126,126
GENE01187,527,313,325,315,302,844,713,530,704,517,617,283
GENE01188,2034,1923,1701,1334,1910,1509,771,1023,1455,1417,600,994
GENE01189,990,1434,986,2051,945,1135,925,1742,1716,1304,903,876
GENE01190,22,21,27,7,27,23,21,8,24,24,20,27
GENE01191,254,413,318,125,194,295,274,61,253,122,287,403
GENE01192,408,55,250,158,307,277,124,283,189,282,234,269
GENE01193,190,240,220,259,730,456,238,176,230,116,360,217
GENE01194,32,58,35,29,35,9,41,21,40,18,22,35
GENE01195,3,7,18,7,5,9,1,2,0,3,4,1
GENE01196,169,190,108,163,84,159,227,113,198,136,227,358
GENE01197,418,764,409,559,1266,652,766,406,657,473,740,720
GENE01198,8,10,3,7,14,6,2,10,4,6,8,7
GENE01199,50,27,89,12,73,50,37,94,31,53,52,53
GENE01200,11,5,5,7,19,13,18,26,32,30,10,21
GENE01201,3,4,5,6,5,2,7,11,11,10,3,8
GENE01202,14,6,6,16,5,21,19,11,19,14,15,10
GENE01203,21,18,61,24,44,30,46,18,34,8,29,26
GENE01204,9,5,11,5,8,8,2,2,0,0,2,0
GENE01205,869,848,487,628,513,592,1809,2346,1241,2582,1400,3855
GENE01206,406,188,89,140,223,70,321,144,70,131,146,180
GENE01207,1009,1088,893,1868,3010,3015,1417,1664,2037,3103,1860,2342
GENE01208,1017,1056,938,1051,894,2051,1416,1170,1949,639,1074,1328
GENE01209,9,17,5,1,41,16,6,5,3,11,5,6
GENE01210,18,27,35,21,28,19,19,10,17,17,24,8
GENE01211,362,350,365,429,361,406,183,632,567,726,432,628
GENE01212,2,6,7,4,16,6,5,11,6,6,6,4
GENE01213,30,89,54,47,68,63,40,75,69,38,61,42
GENE01214,88,152,110,137,110,254,112,123,176,121,171,257
GENE01215,44,22,28,26,44,21,33,20,26,47,20,22
GENE01216,557,619,741,552,542,746,4448,2432,2067,2147,3031,3264
GENE01217,2611,1804,1242,1797,1170,1448,1449,2907,2070,2561,1246,1874
GENE01218,975,648,418,688,719,588,370,432,758,1025,721,559
GENE01219,273,449,226,488,153,110,153,277,184,125,500,270
GENE01220,6,4,5,5,6,8,6,4,4,11,5,10
GENE01221,160,225,207,92,225,324,257,541,241,138,279,191
GENE01222,79,55,38,66,27,82,42,77,44,86,68,47
GENE01223,12,25,34,13,24,33,22,6,15,33,16,9
GENE01224,14,48,33,10,26,27,13,24,23,26,36,56
GENE01225,167,209,201,129,71,102,62,203,65,73,76,35
GENE01226,174,205,176,112,116,92,285,105,334,281,191,131
GENE01227,21,16,37,23,15,36,21,27,27,32,9,21
GENE01228,7,7,7,5,4,9,4,8,4,4,6,8
GENE01229,7,10,8,10,11,11,4,2,15,7,4,8
GENE01230,23,16,7,16,8,19,12,10,14,12,6,6
GENE01231,136,222,102,66,258,111,104,220,185,159,246,83
GENE01232,1040,1467,2210,1942,1022,1658,549,2326,909,986,433,797
GENE01233,21,16,17,14,13,18,6,6,30,5,15,8
GENE01234,1889,1524,1153,1201,1624,1891,1282,2210,1685,2499,3106,2289
GENE01235,706,194,942,406,869,424,841,608,333,567,631,538
GENE01236,5,10,4,3,7,11,6,9,6,1,6,6
GENE01237,13,16,10,7,5,6,10,5,4,9,9,12
GENE01238,2170,2668,3464,1280,3557,2443,1422,2185,1667,1412,2078,703
GENE01239,72,51,85,148,64,93,195,201,72,277,460,698
GENE01240,5,7,9,7,1,5,2,4,11,4,3,4
GENE01241,11,20,9,3,18,14,10,9,14,6,13,7
GENE01242,220,232,159,279,521,277,363,618,365,512,260,191
GENE01243,18,23,4,8,19,14,9,12,19,14,23,6
GENE01244,17,11,7,8,9,3,17,9,7,9,9,8
GENE01245,1603,2616,1426,1470,2245,2127,1506,2848,1791,2894,1187,1186
GENE01246,40,55,47,41,43,89,64,69,41,52,58,45
GENE01247,3,5,15,13,9,14,4,7,19,15,12,16
GENE01248,136,125,100,149,151,152,130,233,51,72,133,104
GENE01249,17,4,28,7,5,7,16,18,6,9,8,23
GENE01250,46,52,90,74,45,59,54,32,46,41,35,49
GENE01251,23,32,24,19,18,24,17,44,26,25,16,34
GENE01252,30,28,32,79,16,34,31,19,31,22,34,48
GENE01253,10,13,14,18,3,5,2,4,3,9,7,3
GENE01254,670,615,691,673,688,806,904,430,539,876,483,1508
GENE01255,5,8,0,4,2,11,3,2,8,9,1,9
GENE01256,13,14,11,7,9,6,11,20,12,22,16,11
GENE01257,31,28,38,12,12,23,17,20,34,19,14,15
GENE01258,1760,2228,2361,4643,2619,1178,2791,941,1734,1138,2357,1561
GENE01259,276,250,248,390,367,256,696,1301,1320,1132,1275,1747
GENE01260,2,8,3,3,9,5,11,11,15,3,16,6
GENE01261,739,595,935,565,770,821,282,807,515,1073,299,411
GENE01262,434,203,218,232,182,201,219,215,165,240,284,189
GENE01263,2018,1225,1999,857,1567,1133,1763,1689,1660,1613,2707,1104
GENE01264,17,65,23,38,28,31,40,17,33,27,31,35
GENE01265,879,1796,1591,1552,1942,3001,1459,3155,1948,1818,1631,1349
GENE01266,16,11,16,30,27,21,16,11,34,22,14,26
GENE01267,45,49,44,43,73,77,96,54,86,13,24,115
GENE01268,1,8,14,19,9,5,4,12,9,9,5,7
GENE01269,24,49,64,67,26,47,69,76,33,32,112,38
GENE01270,14,17,14,13,29,15,5,16,15,28,23,14
GENE01271,427,260,200,301,242,277,353,217,138,250,170,335
GENE01272,2021,4424,1010,1466,1729,2535,2871,2840,4137,5372,3790,9545
GENE01273,79,119,91,44,74,46,44,77,46,58,87,34
GENE01274,196,234,178,285,221,218,157,223,217,102,335,320
GENE01275,28,21,12,13,13,17,27,17,6,1,8,34
GENE01276,218,124,155,135,115,180,76,80,87,90,121,105
GENE01277,1128,1269,778,1654,927,1967,1182,1174,1241,961,1783,1117
GENE01278,473,351,429,168,926,363,584,367,419,432,389,419
GENE01279,1011,1442,1512,550,1159,1291,711,990,763,638,1920,516
GENE01280,14,30,41,7,17,26,19,22,50,39,51,31
GENE01281,11,19,18,9,13,22,18,5,23,19,29,9
GENE01282,131,112,111,109,92,130,218,311,537,299,389,266
GENE01283,1480,1619,1020,1348,1275,1593,1252,309,2213,969,1825,1182
GENE01284,927,910,839,527,431,811,664,608,405,660,427,524
GENE01285,220,41,82,88,171,31,134,61,181,108,227,105
GENE01286,10,36,6,1,19,4,16,11,12,14,13,21
GENE01287,2833,3043,3486,1961,2997,2166,2951,2264,2708,1071,1454,2818
GENE01288,1368,793,1818,1052,2447,845,264,254,478,404,601,468
GENE01289,1381,1464,1960,933,1165,853,771,1108,1243,457,956,1619
GENE01290,65,91,93,88,100,105,132,214,93,102,99,99
GENE01291,39,32,59,94,98,137,108,74,111,114,57,34
GENE01292,640,719,1243,992,613,1890,2710,2693,1456,2719,1825,1824
GENE01293,15,11,16,11,17,10,7,10,17,6,22,5
GENE01294,77,372,97,90,60,43,93,66,129,245,114,32
GENE01295,48,182,42,96,55,87,44,122,77,117,137,79
GENE01296,16,13,30,9,12,17,16,23,14,16,21,19
GENE01297,139,185,107,123,76,85,479,278,508,360,461,604
GENE01298,3,2,10,4,4,11,5,5,5,1,7,5
GENE01299,4,3,3,4,5,3,6,10,11,6,5,6
GENE01300,6,2,12,8,6,5,4,6,2,9,5,3
GENE01301,142,192,144,431,128,161,409,124,341,554,480,72
GENE01302,49,52,78,63,97,67,99,57,67,82,44,43
GENE01303,840,584,398,486,254,289,988,401,517,563,462,638
GENE01304,36,17,27,29,66,26,49,75,51,52,32,22
GENE01305,23,25,21,5,18,35,20,10,30,40,43,24
GENE01306,86,52,48,46,31,69,37,52,72,73,54,56
GENE01307,2207,465,1182,764,1251,673,1409,1334,1237,1034,1213,507
GENE01308,488,203,261,541,683,407,1105,731,248,849,586,647
GENE01309,90,83,73,41,49,83,93,104,92,62,98,41
GENE01310,338,155,295,141,202,193,178,113,100,125,116,151
GENE01311,869,962,1593,1586,1876,1627,1082,1273,723,1602,1090,2572
GENE01312,10,9,14,2,3,8,1,7,8,3,5,13
GENE01313,21,16,4,12,18,8,28,19,17,8,16,17
GENE01314,35,39,32,18,32,55,28,51,26,39,38,33
GENE01315,28,27,8,11,15,15,17,4,7,10,2,11
GENE01316,69,128,92,185,142,145,133,118,153,92,96,161
GENE01317,298,260,649,159,730,613,317,218,376,1016,389,432
GENE01318,62,72,102,126,149,35,90,71,72,83,155,47
GENE01319,155,106,128,46,93,118,73,45,153,111,67,33
GENE01320,35,47,36,58,35,17,63,58,77,112,82,115
GENE01321,870,742,863,714,586,570,555,583,907,496,545,986
GENE01322,19,13,10,7,15,19,21,30,13,7,15,18
GENE01323,7,15,8,11,8,30,6,16,12,3,29,11
GENE01324,49,35,44,58,75,78,33,57,15,19,38,29
GENE01325,13,14,41,21,22,14,13,13,20,36,11,31
GENE01326,32,17,6,20,26,24,17,18,21,38,27,25
GENE01327,231,364,199,211,354,241,167,138,121,181,326,290
GENE01328,13,30,13,27,24,21,17,23,18,10,36,29
GENE01329,9,8,14,4,7,12,11,6,6,3,6,7
